,state,date,cases_confirmed,total_deaths,new_deaths,total_US_deaths,death_ratio,total_US_rec,approx_state_rec_total
26,California,2/17/20,8,0,0,0,0.0,3,0.0
27,California,2/18/20,8,0,0,0,0.0,3,0.0
28,California,2/19/20,8,0,0,0,0.0,3,0.0
29,California,2/20/20,8,0,0,0,0.0,3,0.0
30,California,2/21/20,10,0,0,0,0.0,5,0.0
31,California,2/22/20,10,0,0,0,0.0,5,0.0
32,California,2/23/20,10,0,0,0,0.0,5,0.0
33,California,2/24/20,10,0,0,0,0.0,5,0.0
34,California,2/25/20,10,0,0,0,0.0,6,0.0
35,California,2/26/20,10,0,0,0,0.0,6,0.0
